temp_c,intensity_cps
186.3708826,7591.172656
187.3747656,7624.742504
188.5191922,7591.172656
189.4929588,7536.81239
190.4667253,7472.724498
191.6412684,7398.718242
192.6853068,7334.439612
193.7092674,7321.278706
194.9239659,7244.411383
195.9178101,7172.121767
196.9518096,7190.814069
198.2066634,7160.105287
199.2105464,7043.37377
200.1943518,6920.538643
201.3889725,6829.938201
202.4129332,6761.654078
203.4168162,6734.95079
204.3905828,6648.35584
205.4145435,6523.041123
206.3983488,6454.947738
207.3620765,6402.113375
208.3759984,6379.034104
209.4903085,6268.596933
210.4941915,6228.160525
211.4779969,6114.480812
212.4718411,6074.044404
213.4958018,6056.878004
214.4996848,5980.201419
215.4734513,5844.396124
216.497412,5786.411841
217.5113338,5743.114366
218.505178,5593.194476
219.509061,5555.428397
220.7036818,5503.73846
221.6071766,5454.528115
222.6913702,5352.674144
223.8960298,5226.596475
224.9099517,5107.766842
225.95399,5035.667964
227.198805,4955.176623
228.2227657,4874.685283
229.1864934,4770.35172
230.4313083,4678.034638
231.4753466,4640.840772
232.4491132,4622.720684
233.7140058,4599.259937
234.7178888,4536.888685
235.7318106,4453.917754
236.9866644,4331.464103
237.9704698,4261.081865
238.9341975,4218.928817
240.1087406,4111.161975
241.1427401,4094.758526
242.1968173,4069.008927
243.3512828,4087.129015
244.3049716,4075.875486
245.3188935,3999.198901
246.6239414,3887.04509
247.6177856,3807.507439
248.5815133,3750.095369
249.8464059,3678.759442
250.8603277,3640.611887
251.8742496,3640.421149
252.9985986,3597.50515
253.9824039,3560.311284
254.9662093,3528.0766
256.1909466,3493.171588
257.2149073,3467.040513
258.2388679,3400.282292
259.4736441,3348.21088
260.4875659,3265.621424
261.5014878,3274.967575
262.6659921,3239.681086
263.6598362,3189.898528
264.6637193,3169.871061
265.7880682,3167.009995
266.7919513,3124.666209
267.8259508,3056.382086
269.0105327,2936.026551
269.9742604,2898.451209
270.9379881,2887.579156
272.1828031,2849.050126
273.2067638,2825.398642
274.1504138,2845.426108
275.5056559,2852.864881
276.559733,2780.766003
277.5435384,2743.762875
278.6076544,2719.539178
279.6416539,2646.677348
280.6555758,2612.535286
281.8803131,2567.521172
282.8741572,2525.368124
283.8579626,2508.5832
285.0124281,2510.29984
285.9962334,2505.722133
287.0703883,2485.122454
288.2148149,2449.645228
289.2387756,2395.094224
290.2928528,2374.87602
291.5577454,2306.019684
292.5315119,2278.553445
293.5052784,2292.286564
294.7500934,2324.711986
295.7539764,2360.570687
296.7177041,2365.720607
297.9424414,2285.610742
298.9162079,2203.402762
299.9301297,2137.788968
301.1147117,2158.388647
302.1286336,2166.018158
